substance,name,form,aktiv_substans,size_unit,kategori,size,article_id,atc
Polyvalent B-vitaminpreparat med hög vitaminhalt,"Beviplex forte, Filmdragerad tablett",Burk,"Nikotinamid,Pyridoxin,Riboflavin,Tiamin",st,Kost & kosttillskott,250,533976,A11EA
Kalciumpreparat,"Kalcidon, Tuggtablett 500 mg",Burk,Kalciumkarbonat,st,Kost & kosttillskott,100,128384,A12AA04
Mukolytika,"Bromhex, Oral lösning 0,8 mg/ml",Flaska,Bromhexin,ml,Barn & baby,100,092810,R05CB02
Mukolytika,"Bromhex, Oral lösning 0,8 mg/ml",Flaska,Bromhexin,ml,Barn & baby,300,092821,R05CB02
Antimykotikum med brett spektrum för vulvovaginalt bruk,"Pevaryl Depot, Vagitorium och kräm 150 mg + 1 %",Blister och tub,Ekonazol,st,"Intim, underliv & sex",1,374504,G01AF05
"Nässpray och näsdroppar med långvarig, avsvällande effekt","Nezeril, Nässpray, lösning 0,25 mg/ml",Flaska,Oximetazolin,ml,Barn & baby,7.5,191403,R01AA05
Antiseptisk explorationskräm,"Hibitane, Vaginalkräm 1 %",Flaska,Klorhexidin,ml,"Intim, underliv & sex",250,098290,D08AC02
Antimykotikum med brett spektrum för vulvovaginalt bruk,"Pevaryl, Vagitorium och kräm 150 mg + 1 %",Blister och tub,Ekonazol,st,"Intim, underliv & sex",1,000018,G01AF05
Antimykotikum med brett spektrum,"Canesten, Vaginaltablett och kräm 200 mg + 1 %",Kombinationsförpackning,Klotrimazol,st,"Intim, underliv & sex",1,131490,G01AF02
Antimykotikum med brett spektrum för vulvovaginalt bruk,"Pevaryl, Vagitorium 150 mg",Blister,Ekonazol,st,"Intim, underliv & sex",3,425736,G01AF05
"Utvärtes medel vid hudmykoser, kombinationer","Daktacort, Kräm 20 mg/g + 10 mg/g",Tub,"Hydrokortison,Mikonazol",g,Händer & fötter,15,539783,D01AC20
"Utvärtes medel vid hudmykoser, kombinationer","Daktacort, Kräm 20 mg/g + 10 mg/g",Tub,"Hydrokortison,Mikonazol",g,Händer & fötter,50,434670,D01AC20
Östrogen - lokal effekt,"Ovesterin, Vaginalkräm 1 mg/g",Tub,Estriol,g,"Intim, underliv & sex",15,532655,G03CA04
"Hemorroidalmedel, kortikosteroid, mild","Scheriproct, Suppositorium 1,3 mg/1 mg",Kartong,"Cinkokain,Prednisolonkaproat",st,"Intim, underliv & sex",12,190584,C05AA04
Akut p-piller,"NorLevo, Tablett 1,5 mg",Blister,Levonorgestrel,st,"Intim, underliv & sex",1,034061,G03AD01
Akut p-piller,"NorLevo, Tablett 1,5 mg",Blister,Levonorgestrel,st,"Intim, underliv & sex",50,034070,G03AD01
Tarmreglerande medel,"Movicol, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,8,530162,A06AD65
Tarmreglerande medel,"Movicol, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,20,014852,A06AD65
Tarmreglerande medel,"Movicol, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,50,530188,A06AD65
Tarmreglerande medel,"Movicol, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,100,015461,A06AD65
Protonpumpshämmare,"Esomeprazol Pensa, Enterotablett 20 mg",Blister,Esomeprazol,st,Mage & tarm,14,540397,A02BC05
Protonpumpshämmare,"Esomeprazol Pensa, Enterotablett 20 mg",Blister,Esomeprazol,st,Mage & tarm,28,061814,A02BC05
Protonpumpshämmare,"Esomeprazol Pensa, Enterotablett 20 mg",Blister,Esomeprazol,st,Mage & tarm,56,572940,A02BC05
Protonpumpshämmare,"Esomeprazol Pensa, Enterotablett 20 mg",Burk,Esomeprazol,st,Mage & tarm,100,037608,A02BC05
Osmotiskt aktiva laxermedel,"Moxalole, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,8,133508,A06AD65
Osmotiskt aktiva laxermedel,"Moxalole, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,10,133519,A06AD65
Osmotiskt aktiva laxermedel,"Moxalole, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,20,133530,A06AD65
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,14,088713,A02BC01
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,28,109691,A02BC01
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,28,091255,A02BC01
Osmotiskt aktiva medel,"Laxido Apelsin, Pulver till oral lösning",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,20,033847,A06AD65
Osmotiskt aktiva medel,"Laxido Apelsin, Pulver till oral lösning",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,50,033858,A06AD65
Osmotiskt aktiva medel,"Laxido Apelsin, Pulver till oral lösning",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,100,030548,A06AD65
Osmotiskt aktiva laxermedel,"Moxalole, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,30,133541,A06AD65
Osmotiskt aktiva laxermedel,"Moxalole, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,50,371058,A06AD65
Osmotiskt aktiva laxermedel,"Moxalole, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,100,160503,A06AD65
Osmotiskt aktiva laxermedel,"Moxalole, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,100,133563,A06AD65
Histamin-2-receptorantagonist,"Ranitidin Actavis, Filmdragerad tablett 150 mg",Blister,Ranitidin,st,Mage & tarm,10,153008,A02BA02
Histamin-2-receptorantagonist,"Ranitidin Actavis, Filmdragerad tablett 150 mg",Blister,Ranitidin,st,Mage & tarm,20,153019,A02BA02
Histamin-2-receptorantagonist,"Ranitidin Actavis, Filmdragerad tablett 150 mg",Blister,Ranitidin,st,Mage & tarm,30,153030,A02BA02
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,32,439061,A02BC01
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,100,088691,A02BC01
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,104,584549,A02BC01
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,56,088725,A02BC01
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,104,057872,A02BC01
Kontaktlaxativ,"Toilax, Enterotablett 5 mg",Blister,Bisakodyl,st,Mage & tarm,25,032953,A06AB02
Kontaktlaxativ,"Toilax, Enterotablett 5 mg",Burk,Bisakodyl,st,Mage & tarm,25,421962,A06AB02
Kontaktlaxativ,"Toilax, Enterotablett 5 mg",Blister,Bisakodyl,st,Mage & tarm,100,033142,A06AB02
Kontaktlaxativ,"Toilax, Enterotablett 5 mg",Burk,Bisakodyl,st,Mage & tarm,100,578794,A06AB02
Kontaktlaxativ,"Toilax, Enterotablett 5 mg",Burk,Bisakodyl,st,Mage & tarm,250,032599,A06AB02
Kontaktlaxativ,"Dulcolax, Enterotablett 5 mg",Blister,Bisakodyl,st,Mage & tarm,30,420992,A06AB02
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,105,482681,A02BC01
"Medel vid magsår och gastroesofageal refluxsjukdom, protonpumpshämmare","Omeprazol Pensa, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,500,078185,A02BC01
Kontaktlaxativ,"Toilax, Enterotablett 5 mg",Burk,Bisakodyl,st,Mage & tarm,1000,505859,A06AB02
Kontaktlaxativ,"Toilax, Rektalsuspension 10 mg/5 ml",Tub,Bisakodyl,ml,Mage & tarm,5,032854,A06AG02
Kontaktlaxativ,"Toilax, Rektalsuspension 10 mg/5 ml",Tub,Bisakodyl,ml,Mage & tarm,25,032722,A06AG02
Kontaktlaxativ,"Toilax, Rektalsuspension 10 mg/5 ml",Tub,Bisakodyl,ml,Mage & tarm,125,136762,A06AG02
Kontaktlaxativ,"Toilax, Rektalsuspension 10 mg/5 ml",Tub,Bisakodyl,ml,Mage & tarm,250,032896,A06AG02
Smärtlindrande salva vid muskelvärk,"Algesal, Salva 100 mg/g",Tub,Salicylsyra,g,"Förkylning, värk & feber",100,482943,M02AC
Icke-steroid antiinflammatoriskt och antireumatiskt medel,"Artrox, Filmdragerad tablett 625 mg",Burk,Glukosamin,st,"Förkylning, värk & feber",60,018842,M01AX05
Icke-steroid antiinflammatoriskt och antireumatiskt medel,"Artrox, Filmdragerad tablett 625 mg",Blister,Glukosamin,st,"Förkylning, värk & feber",180,008772,M01AX05
Icke-steroid antiinflammatoriskt och antireumatiskt medel,"Artrox, Filmdragerad tablett 625 mg",Burk,Glukosamin,st,"Förkylning, värk & feber",180,018878,M01AX05
Antiseptiskt munvårdsmedel,"Hexident, Munsköljvätska 2 mg/ml",Flaska,Klorhexidin,ml,Motion & hälsa,300,002870,A01AB03
Antiseptiskt munvårdsmedel,"Hexident, Munsköljvätska 1 mg/ml",Flaska,Klorhexidin,ml,Motion & hälsa,300,002743,A01AB03
Smärtstillande och antiinflammatorisk kutan spray,"Eeze, Kutan spray, gel 40 mg/g",Spraybehållare,Diklofenak,g,"Förkylning, värk & feber",12.5,025462,M02AA15
Smärtstillande och antiinflammatorisk kutan spray,"Eeze, Kutan spray, gel 40 mg/g",Spraybehållare,Diklofenak,g,"Förkylning, värk & feber",25,025422,M02AA15
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk","Diclofenac Orifarm, Gel 11,6 mg/g",Tub,Diklofenak,g,Motion & hälsa,50,386176,M02AA15
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk","Diclofenac Orifarm, Gel 11,6 mg/g",Tub,Diklofenak,g,Motion & hälsa,100,177860,M02AA15
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk.","Voltaren, Gel 11,6 mg/g",Tub,Diklofenak,g,"Förkylning, värk & feber",50,020292,M02AA15
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk.","Voltaren, Gel 11,6 mg/g",Tub,Diklofenak,g,"Förkylning, värk & feber",100,020048,M02AA15
Centralstimulerande medel,"Koffein Recip, Tablett 100 mg",Burk,Koffein,st,Kost & kosttillskott,30,020600,N06BC01
Centralstimulerande medel,"Koffein Recip, Tablett 100 mg",Burk,Koffein,st,Kost & kosttillskott,100,410688,N06BC01
Centralstimulerande medel,"Koffein Recip, Tablett 100 mg",Burk,Koffein,st,Kost & kosttillskott,250,132779,N06BC01
Desinfektionsmedel,"Klorhexidinsprit färgad Fresenius Kabi, Kutan lösning 5 mg/ml",Flaska,Klorhexidin,ml,"Sår, bett & stick",250,538041,D08AC02
Desinfektionsmedel,"Klorhexidinsprit färgad Fresenius Kabi, Kutan lösning 5 mg/ml",Flaska,Klorhexidin,ml,"Sår, bett & stick",1000,538058,D08AC02
Antiseptiskt hudrengöringsmedel,"Descutan, Kutan lösning och medicinerad svamp 4 %",Kombinationsförpackning,Klorhexidin,ml,"Sår, bett & stick",60,101805,D08AC02
Antiseptiskt hudrengöringsmedel,"Descutan, Kutan lösning och medicinerad svamp 4 %",Svamp + påse,Klorhexidin,ml,"Sår, bett & stick",600,577483,D08AC02
Medel vid nikotinberoende,"Nicotinell Mint, Komprimerad sugtablett 2 mg",Blister,Nikotin,st,Motion & hälsa,12,005036,N07BA01
Medel vid nikotinberoende,"Nicotinell Mint, Komprimerad sugtablett 2 mg",Blister,Nikotin,st,Motion & hälsa,36,005048,N07BA01
Medel vid nikotinberoende,"Nicotinell Mint, Komprimerad sugtablett 2 mg",Blister,Nikotin,st,Motion & hälsa,96,005059,N07BA01
Medel vid nikotinberoende,"Nicotinell Mint, Komprimerad sugtablett 2 mg",Blister,Nikotin,st,Motion & hälsa,204,005070,N07BA01
Läkemedel som används vid nikotinberoende.,"Nikotin Frukt Apofri, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,96,446479,N07BA01
Läkemedel som används vid nikotinberoende.,"Nikotin Frukt Apofri, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,204,529290,N07BA01
Medel vid nikotinberoende,"Nicotinell Tropisk frukt, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,96,106698,N07BA01
Medel vid nikotinberoende,"Nicotinell Tropisk frukt, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,204,169833,N07BA01
Medel vid nikotinberoende,"Nicotinell, Depotplåster 14 mg/24 timmar",Påse,Nikotin,st,Motion & hälsa,7,012716,N07BA01
Medel vid nikotinberoende,"Nicotinell, Depotplåster 14 mg/24 timmar",Påse,Nikotin,st,Motion & hälsa,21,066407,N07BA01
Medel vid nikotinberoende,"Nicorette Pepparmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,15,017446,N07BA01
Medel vid nikotinberoende,"Nicorette Pepparmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,30,017457,N07BA01
Medel vid nikotinberoende,"Nicorette Pepparmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,105,017468,N07BA01
Medel vid nikotinberoende,"Nicorette Pepparmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,210,030705,N07BA01
Medel vid nikotinberoende,"Nicorette Mentolmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,30,060643,N07BA01
Medel vid nikotinberoende,"Nicorette Mentolmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,210,060666,N07BA01
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning.,"Nicotinell Mint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,24,012508,N07BA01
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning.,"Nicotinell Mint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,96,019659,N07BA01
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning.,"Nicotinell Mint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,204,394262,N07BA01
Lättlösliga kalciumsalter,"Calcium-Sandoz, Brustablett 1000 mg",Burk,"Kalciumglukonat, -laktat,Kalciumkarbonat",st,Kost & kosttillskott,20,010520,A12AA06
Lättlösliga kalciumsalter,"Calcium-Sandoz, Brustablett 1000 mg",Burk,"Kalciumglukonat, -laktat,Kalciumkarbonat",st,Kost & kosttillskott,100,010538,A12AA06
Medel för förebyggande och behandling av magnesiumbrist,"Magnesium Recip, Tuggtablett 120 mg",Burk,"Magnesiumcitrat,Magnesiumlaktat",st,Kost & kosttillskott,60,495960,A12CC30
Medel vid nikotinberoende,"Nicorette Fruktmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,30,032733,N07BA01
Medel vid nikotinberoende,"Nicorette Fruktmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,105,032742,N07BA01
Medel vid nikotinberoende,"Nicorette Fruktmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,210,032751,N07BA01
Medel vid nikotinberoende,"Nicotinell Peppermint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,24,450219,N07BA01
Medel vid nikotinberoende,"Nicotinell Peppermint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,96,446391,N07BA01
Medel vid nikotinberoende,"Nicotinell Peppermint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,204,445573,N07BA01
Preparat för peroral B12-behandling,"Betolvex, Filmdragerad tablett 1 mg",Blister,Cyanokobalamin,st,Kost & kosttillskott,50,002963,B03BA01
Preparat för peroral B12-behandling,"Betolvex, Filmdragerad tablett 1 mg",Burk,Cyanokobalamin,st,Kost & kosttillskott,100,074526,B03BA01
Preparat för peroral B12-behandling,"Betolvex, Filmdragerad tablett 1 mg",Burk,Cyanokobalamin,st,Kost & kosttillskott,1000,452672,B03BA01
Vitamin D,"D-vitamin Olja ACO, Orala droppar, lösning 80 IE/droppe",Flaska,Kolekalciferol (vitamin D3),ml,Barn & baby,25,112949,A11CC
Järnpreparat med förlängd frisättning,"Duroferon, Depottablett 100 mg Fe2+",Blister,Järnsulfatheptahydrat,st,Kost & kosttillskott,100,144453,B03AA07
Järnpreparat med förlängd frisättning,"Duroferon, Depottablett 100 mg Fe2+",Burk,Järnsulfatheptahydrat,st,Kost & kosttillskott,100,136484,B03AA07
Järnpreparat med förlängd frisättning,"Duroferon, Depottablett 100 mg Fe2+",Blister,Järnsulfatheptahydrat,st,Kost & kosttillskott,200,041525,B03AA07
Preparat för per oral B 12 behandling,"Betolvidon, Tablett 1 mg",Burk,Cyanokobalamin,st,Kost & kosttillskott,100,533471,B03BA01
Preparat för per oral B 12 behandling,"Betolvidon, Tablett 1 mg",Burk,Cyanokobalamin,st,Kost & kosttillskott,1000,008529,B03BA01
Antimykotikum med brett spektrum,"Canesten, Vaginaltablett och kräm 500 mg + 1 %",Kombinationsförpackning,Klotrimazol,st,"Intim, underliv & sex",1,065341,G01AF02
Antimykotikum med brett spektrum för dermatologiskt bruk,"Lamisil Singeldos, Kutan lösning 1 %",Tub,Terbinafin,g,Händer & fötter,4,062225,D01AE15
Osmotiskt verksamma laxativ,"Laxiriva, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,10,084229,A06AD65
Osmotiskt verksamma laxativ,"Laxiriva, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,20,124500,A06AD65
Osmotiskt verksamma laxativ,"Laxiriva, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,50,103817,A06AD65
Osmotiskt verksamma laxativ,"Laxiriva, Pulver till oral lösning i dospåse",Dospåse,"Kaliumklorid,Makrogol,Natriumklorid,Natriumvätekarbonat",st,Mage & tarm,100,376240,A06AD65
Protonpumpshämmare,"Omeprazol Actavis, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,7,127218,A02BC01
Protonpumpshämmare,"Omeprazol Actavis, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,14,088033,A02BC01
Protonpumpshämmare,"Omeprazol Actavis, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,14,394538,A02BC01
Protonpumpshämmare,"Omeprazol Actavis, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,28,144330,A02BC01
Protonpumpshämmare,"Omeprazol Actavis, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,28,085123,A02BC01
Protonpumpshämmare,"Omeprazol Actavis, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,28,529442,A02BC01
Protonpumpshämmare,"Omeprazol Actavis, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,56,085132,A02BC01
Protonpumpshämmare,"Omeprazol Actavis, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,98,085141,A02BC01
Protonpumpshämmare,"Omeprazol Actavis, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,100,496320,A02BC01
Histamin-2-receptorantagonister,"Ranitidin Sandoz, Filmdragerad tablett 150 mg",Blister,Ranitidin,st,Mage & tarm,50,163923,A02BA02
Histamin-2-receptorantagonister,"Ranitidin Sandoz, Filmdragerad tablett 150 mg",Blister,Ranitidin,st,Mage & tarm,10,093347,A02BA02
Histamin-2-receptorantagonister,"Ranitidin Sandoz, Filmdragerad tablett 150 mg",Blister,Ranitidin,st,Mage & tarm,20,551309,A02BA02
Histamin-2-receptorantagonister,"Ranitidin Sandoz, Filmdragerad tablett 150 mg",Burk,Ranitidin,st,Mage & tarm,20,002389,A02BA02
Histamin-2-receptorantagonister,"Ranitidin Sandoz, Filmdragerad tablett 150 mg",Blister,Ranitidin,st,Mage & tarm,30,453317,A02BA02
Histamin-2-receptorantagonister,"Ranitidin Sandoz, Filmdragerad tablett 150 mg",Blister,Ranitidin,st,Mage & tarm,60,404155,A02BA02
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,7,571095,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,14,191735,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,28,107985,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,28,441696,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,30,547004,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,56,151178,A02BC01
Histamin-2-receptorantagonister,"Ranitidin Sandoz, Filmdragerad tablett 150 mg",Blister,Ranitidin,st,Mage & tarm,90,532687,A02BA02
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 10 mg",Burk,Omeprazol,st,Mage & tarm,7,164329,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,98,108007,A02BC01
Histamin-2-receptorantagonister,"Ranitidin Sandoz, Filmdragerad tablett 150 mg",Burk,Ranitidin,st,Mage & tarm,250,551317,A02BA02
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 10 mg",Burk,Omeprazol,st,Mage & tarm,14,189504,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 10 mg",Burk,Omeprazol,st,Mage & tarm,28,567047,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,100,399235,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,250,143654,A02BC01
Medel mot karies,"Dentan Mint, Munsköljvätska 0,2 %",Flaska,Natriumfluorid,ml,Motion & hälsa,500,144786,A01AA01
Medel mot karies,"Dentan Mint, Munsköljvätska 0,2 %",Flaska,Natriumfluorid,ml,Motion & hälsa,1000,015182,A01AA01
Smärtstillande och inflammationsdämpande medel vid muskel- och ledskador,"Ibumetin, Gel 5 %",Tub,Ibuprofen,g,"Förkylning, värk & feber",50,009818,M02AA13
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 10 mg",Burk,Omeprazol,st,Mage & tarm,100,541719,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 10 mg",Blister,Omeprazol,st,Mage & tarm,98,107974,A02BC01
Medel mot karies,"Dentan, Munsköljvätska 0,05 %",Flaska,Natriumfluorid,ml,Motion & hälsa,1000,030130,A01AA01
Medel vid sår- och brännskador.,"Aco Alsollösning, Kutan lösning 10 mg/ml",Flaska,Aluminiumacetotartrat,ml,Hud & hår,250,214171,D03
Antiseptika och sårmedel,"Jodopax Hud & Sår, Kutan lösning",Flaska,"povidon, joderad",ml,"Sår, bett & stick",100,543899,D08AG02
Medel mot karies,"Dentan Mint, Munsköljvätska 0,05 %",Flaska,Natriumfluorid,ml,Motion & hälsa,150,066697,A01AA01
Medel mot karies,"Dentan Mint, Munsköljvätska 0,05 %",Flaska,Natriumfluorid,ml,Motion & hälsa,500,500340,A01AA01
Medel mot karies,"Dentan Mint, Munsköljvätska 0,05 %",Flaska,Natriumfluorid,ml,Motion & hälsa,1000,010651,A01AA01
Övriga medel mot akne för utvärtes bruk.,"Aco Acnelösning, Kutan lösning",Flaska,Salicylsyra,ml,Hud & hår,200,203679,D10AX
Medel vid sår- och brännskador.,"Aco Alsolgel, Gel 10 mg/g",Tub,Aluminiumacetotartrat,ml,Hud & hår,30,200053,D03
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 10 mg",Blister,Omeprazol,st,Mage & tarm,100,191342,A02BC01
Syrahämmande medel - Protonpumpshämmare.,"Omeprazol Teva, Enterokapsel, hård 10 mg",Burk,Omeprazol,st,Mage & tarm,100,537786,A02BC01
"Utvärtes medel vid hudmykoser, imidazol-och triazolderivat","Ketoconazol Actavis, Schampo 20 mg/g",Flaska,Ketokonazol,ml,Hud & hår,100,378606,D01AC08
"Utvärtes medel vid hudmykoser, imidazol-och triazolderivat","Ketoconazol Actavis, Schampo 20 mg/g",Flaska,Ketokonazol,ml,Hud & hår,120,035115,D01AC08
Lokalanestetikum för ytanestesi,"EMLA, Medicinskt plåster 25 mg/25 mg",Påse,"Lidokain,Prilokain",st,"Förkylning, värk & feber",2,454777,N01BB20
Lokalanestetikum för ytanestesi,"EMLA, Medicinskt plåster 25 mg/25 mg",Påse,"Lidokain,Prilokain",st,"Förkylning, värk & feber",20,494591,N01BB20
Antiviralt medel i kombination med mild glukocortikoid,"Zoviduo, Kräm 50 mg/g + 10 mg/g",Tub,"Aciklovir,Hydrokortison",g,Motion & hälsa,2,150485,D06BB53
Lokalanestetikum för ytanestesi,"EMLA, Kräm 25 mg/g + 25 mg/g",Tub,"Lidokain,Prilokain",g,"Förkylning, värk & feber",5,454785,N01BB20
Lokalanestetikum för ytanestesi,"EMLA, Kräm 25 mg/g + 25 mg/g",Tub,"Lidokain,Prilokain",g,"Förkylning, värk & feber",25,494435,N01BB20
